"Notes","Leading Cancer Sites","Leading Cancer Sites Code","State","State Code","Age Group","Age Group Code",Deaths
,"Kidney and Renal Pelvis","29020","California","06","25-29 years","25-29",64
,"Kidney and Renal Pelvis","29020","California","06","30-34 years","30-34",81
,"Kidney and Renal Pelvis","29020","California","06","35-39 years","35-39",214
,"Kidney and Renal Pelvis","29020","California","06","40-44 years","40-44",470
,"Kidney and Renal Pelvis","29020","California","06","45-49 years","45-49",957
,"Kidney and Renal Pelvis","29020","California","06","50-54 years","50-54",1645
,"Kidney and Renal Pelvis","29020","California","06","55-59 years","55-59",2609
,"Kidney and Renal Pelvis","29020","California","06","60-64 years ","60-64",3392
,"Kidney and Renal Pelvis","29020","California","06","65-69 years","65-69",3721
,"Kidney and Renal Pelvis","29020","California","06","70-74 years","70-74",4008
,"Kidney and Renal Pelvis","29020","California","06","75-79 years","75-79",3942
,"Kidney and Renal Pelvis","29020","California","06","80-84 years","80-84",3727
,"Kidney and Renal Pelvis","29020","California","06","85+ years","85+",4575
,"Kidney and Renal Pelvis","29020","Colorado","08","35-39 years","35-39",22
,"Kidney and Renal Pelvis","29020","Colorado","08","40-44 years","40-44",41
,"Kidney and Renal Pelvis","29020","Colorado","08","45-49 years","45-49",122
,"Kidney and Renal Pelvis","29020","Colorado","08","50-54 years","50-54",231
,"Kidney and Renal Pelvis","29020","Colorado","08","55-59 years","55-59",342
,"Kidney and Renal Pelvis","29020","Colorado","08","60-64 years ","60-64",469
,"Kidney and Renal Pelvis","29020","Colorado","08","65-69 years","65-69",484
,"Kidney and Renal Pelvis","29020","Colorado","08","70-74 years","70-74",515
,"Kidney and Renal Pelvis","29020","Colorado","08","75-79 years","75-79",518
,"Kidney and Renal Pelvis","29020","Colorado","08","80-84 years","80-84",472
,"Kidney and Renal Pelvis","29020","Colorado","08","85+ years","85+",615
,"Kidney and Renal Pelvis","29020","Connecticut","09","35-39 years","35-39",21
,"Kidney and Renal Pelvis","29020","Connecticut","09","40-44 years","40-44",48
,"Kidney and Renal Pelvis","29020","Connecticut","09","45-49 years","45-49",81
,"Kidney and Renal Pelvis","29020","Connecticut","09","50-54 years","50-54",175
,"Kidney and Renal Pelvis","29020","Connecticut","09","55-59 years","55-59",241
,"Kidney and Renal Pelvis","29020","Connecticut","09","60-64 years ","60-64",305
,"Kidney and Renal Pelvis","29020","Connecticut","09","65-69 years","65-69",353
,"Kidney and Renal Pelvis","29020","Connecticut","09","70-74 years","70-74",431
,"Kidney and Renal Pelvis","29020","Connecticut","09","75-79 years","75-79",447
,"Kidney and Renal Pelvis","29020","Connecticut","09","80-84 years","80-84",407
,"Kidney and Renal Pelvis","29020","Connecticut","09","85+ years","85+",575
,"Kidney and Renal Pelvis","29020","Delaware","10","45-49 years","45-49",24
,"Kidney and Renal Pelvis","29020","Delaware","10","50-54 years","50-54",41
,"Kidney and Renal Pelvis","29020","Delaware","10","55-59 years","55-59",76
,"Kidney and Renal Pelvis","29020","Delaware","10","60-64 years ","60-64",107
,"Kidney and Renal Pelvis","29020","Delaware","10","65-69 years","65-69",125
,"Kidney and Renal Pelvis","29020","Delaware","10","70-74 years","70-74",134
,"Kidney and Renal Pelvis","29020","Delaware","10","75-79 years","75-79",136
,"Kidney and Renal Pelvis","29020","Delaware","10","80-84 years","80-84",117
,"Kidney and Renal Pelvis","29020","Delaware","10","85+ years","85+",153
,"Kidney and Renal Pelvis","29020","District of Columbia","11","45-49 years","45-49",17
,"Kidney and Renal Pelvis","29020","District of Columbia","11","50-54 years","50-54",19
,"Kidney and Renal Pelvis","29020","District of Columbia","11","55-59 years","55-59",45
,"Kidney and Renal Pelvis","29020","District of Columbia","11","60-64 years ","60-64",52
,"Kidney and Renal Pelvis","29020","District of Columbia","11","65-69 years","65-69",45
,"Kidney and Renal Pelvis","29020","District of Columbia","11","70-74 years","70-74",50
,"Kidney and Renal Pelvis","29020","District of Columbia","11","75-79 years","75-79",48
,"Kidney and Renal Pelvis","29020","District of Columbia","11","80-84 years","80-84",43
,"Kidney and Renal Pelvis","29020","District of Columbia","11","85+ years","85+",62
,"Kidney and Renal Pelvis","29020","Florida","12","1-4 years","1-4",21
,"Kidney and Renal Pelvis","29020","Florida","12","5-9 years","5-9",27
,"Kidney and Renal Pelvis","29020","Florida","12","20-24 years","20-24",22
,"Kidney and Renal Pelvis","29020","Florida","12","25-29 years","25-29",33
,"Kidney and Renal Pelvis","29020","Florida","12","30-34 years","30-34",47
,"Kidney and Renal Pelvis","29020","Florida","12","35-39 years","35-39",97
,"Kidney and Renal Pelvis","29020","Florida","12","40-44 years","40-44",220
,"Kidney and Renal Pelvis","29020","Florida","12","45-49 years","45-49",524
,"Kidney and Renal Pelvis","29020","Florida","12","50-54 years","50-54",888
,"Kidney and Renal Pelvis","29020","Florida","12","55-59 years","55-59",1488
,"Kidney and Renal Pelvis","29020","Florida","12","60-64 years ","60-64",2074
,"Kidney and Renal Pelvis","29020","Florida","12","65-69 years","65-69",2534
,"Kidney and Renal Pelvis","29020","Florida","12","70-74 years","70-74",2955
,"Kidney and Renal Pelvis","29020","Florida","12","75-79 years","75-79",2984
,"Kidney and Renal Pelvis","29020","Florida","12","80-84 years","80-84",2861
,"Kidney and Renal Pelvis","29020","Florida","12","85+ years","85+",3459
,"Kidney and Renal Pelvis","29020","Georgia","13","25-29 years","25-29",17
,"Kidney and Renal Pelvis","29020","Georgia","13","30-34 years","30-34",35
,"Kidney and Renal Pelvis","29020","Georgia","13","35-39 years","35-39",66
,"Kidney and Renal Pelvis","29020","Georgia","13","40-44 years","40-44",149
,"Kidney and Renal Pelvis","29020","Georgia","13","45-49 years","45-49",281
,"Kidney and Renal Pelvis","29020","Georgia","13","50-54 years","50-54",499
,"Kidney and Renal Pelvis","29020","Georgia","13","55-59 years","55-59",770
,"Kidney and Renal Pelvis","29020","Georgia","13","60-64 years ","60-64",928
,"Kidney and Renal Pelvis","29020","Georgia","13","65-69 years","65-69",1026
,"Kidney and Renal Pelvis","29020","Georgia","13","70-74 years","70-74",1073
,"Kidney and Renal Pelvis","29020","Georgia","13","75-79 years","75-79",986
,"Kidney and Renal Pelvis","29020","Georgia","13","80-84 years","80-84",837
,"Kidney and Renal Pelvis","29020","Georgia","13","85+ years","85+",956
,"Kidney and Renal Pelvis","29020","Hawaii","15","45-49 years","45-49",29
,"Kidney and Renal Pelvis","29020","Hawaii","15","50-54 years","50-54",46
,"Kidney and Renal Pelvis","29020","Hawaii","15","55-59 years","55-59",92
,"Kidney and Renal Pelvis","29020","Hawaii","15","60-64 years ","60-64",126
,"Kidney and Renal Pelvis","29020","Hawaii","15","65-69 years","65-69",131
,"Kidney and Renal Pelvis","29020","Hawaii","15","70-74 years","70-74",122
,"Kidney and Renal Pelvis","29020","Hawaii","15","75-79 years","75-79",155
,"Kidney and Renal Pelvis","29020","Hawaii","15","80-84 years","80-84",100
,"Kidney and Renal Pelvis","29020","Hawaii","15","85+ years","85+",170
,"Kidney and Renal Pelvis","29020","Idaho","16","45-49 years","45-49",38
,"Kidney and Renal Pelvis","29020","Idaho","16","50-54 years","50-54",81
,"Kidney and Renal Pelvis","29020","Idaho","16","55-59 years","55-59",137
,"Kidney and Renal Pelvis","29020","Idaho","16","60-64 years ","60-64",167
,"Kidney and Renal Pelvis","29020","Idaho","16","65-69 years","65-69",204
,"Kidney and Renal Pelvis","29020","Idaho","16","70-74 years","70-74",211
,"Kidney and Renal Pelvis","29020","Idaho","16","75-79 years","75-79",212
,"Kidney and Renal Pelvis","29020","Idaho","16","80-84 years","80-84",187
,"Kidney and Renal Pelvis","29020","Idaho","16","85+ years","85+",222
,"Kidney and Renal Pelvis","29020","Illinois","17","5-9 years","5-9",18
,"Kidney and Renal Pelvis","29020","Illinois","17","20-24 years","20-24",23
,"Kidney and Renal Pelvis","29020","Illinois","17","25-29 years","25-29",34
,"Kidney and Renal Pelvis","29020","Illinois","17","30-34 years","30-34",46
,"Kidney and Renal Pelvis","29020","Illinois","17","35-39 years","35-39",78
,"Kidney and Renal Pelvis","29020","Illinois","17","40-44 years","40-44",157
,"Kidney and Renal Pelvis","29020","Illinois","17","45-49 years","45-49",410
,"Kidney and Renal Pelvis","29020","Illinois","17","50-54 years","50-54",774
,"Kidney and Renal Pelvis","29020","Illinois","17","55-59 years","55-59",1131
,"Kidney and Renal Pelvis","29020","Illinois","17","60-64 years ","60-64",1493
,"Kidney and Renal Pelvis","29020","Illinois","17","65-69 years","65-69",1590
,"Kidney and Renal Pelvis","29020","Illinois","17","70-74 years","70-74",1766
,"Kidney and Renal Pelvis","29020","Illinois","17","75-79 years","75-79",1769
,"Kidney and Renal Pelvis","29020","Illinois","17","80-84 years","80-84",1636
,"Kidney and Renal Pelvis","29020","Illinois","17","85+ years","85+",1942
,"Kidney and Renal Pelvis","29020","Indiana","18","30-34 years","30-34",16
,"Kidney and Renal Pelvis","29020","Indiana","18","35-39 years","35-39",35
,"Kidney and Renal Pelvis","29020","Indiana","18","40-44 years","40-44",109
,"Kidney and Renal Pelvis","29020","Indiana","18","45-49 years","45-49",220
,"Kidney and Renal Pelvis","29020","Indiana","18","50-54 years","50-54",439
,"Kidney and Renal Pelvis","29020","Indiana","18","55-59 years","55-59",663
,"Kidney and Renal Pelvis","29020","Indiana","18","60-64 years ","60-64",806
,"Kidney and Renal Pelvis","29020","Indiana","18","65-69 years","65-69",978
,"Kidney and Renal Pelvis","29020","Indiana","18","70-74 years","70-74",1071
,"Kidney and Renal Pelvis","29020","Indiana","18","75-79 years","75-79",1025
,"Kidney and Renal Pelvis","29020","Indiana","18","80-84 years","80-84",886
,"Kidney and Renal Pelvis","29020","Indiana","18","85+ years","85+",1071
,"Kidney and Renal Pelvis","29020","Iowa","19","35-39 years","35-39",21
,"Kidney and Renal Pelvis","29020","Iowa","19","40-44 years","40-44",36
,"Kidney and Renal Pelvis","29020","Iowa","19","45-49 years","45-49",88
,"Kidney and Renal Pelvis","29020","Iowa","19","50-54 years","50-54",194
,"Kidney and Renal Pelvis","29020","Iowa","19","55-59 years","55-59",294
,"Kidney and Renal Pelvis","29020","Iowa","19","60-64 years ","60-64",451
,"Kidney and Renal Pelvis","29020","Iowa","19","65-69 years","65-69",516
,"Kidney and Renal Pelvis","29020","Iowa","19","70-74 years","70-74",540
,"Kidney and Renal Pelvis","29020","Iowa","19","75-79 years","75-79",567
,"Kidney and Renal Pelvis","29020","Iowa","19","80-84 years","80-84",536
,"Kidney and Renal Pelvis","29020","Iowa","19","85+ years","85+",684
,"Kidney and Renal Pelvis","29020","Kansas","20","35-39 years","35-39",21
,"Kidney and Renal Pelvis","29020","Kansas","20","40-44 years","40-44",41
,"Kidney and Renal Pelvis","29020","Kansas","20","45-49 years","45-49",84
,"Kidney and Renal Pelvis","29020","Kansas","20","50-54 years","50-54",178
,"Kidney and Renal Pelvis","29020","Kansas","20","55-59 years","55-59",268
,"Kidney and Renal Pelvis","29020","Kansas","20","60-64 years ","60-64",348
,"Kidney and Renal Pelvis","29020","Kansas","20","65-69 years","65-69",422
,"Kidney and Renal Pelvis","29020","Kansas","20","70-74 years","70-74",420
,"Kidney and Renal Pelvis","29020","Kansas","20","75-79 years","75-79",459
,"Kidney and Renal Pelvis","29020","Kansas","20","80-84 years","80-84",416
,"Kidney and Renal Pelvis","29020","Kansas","20","85+ years","85+",503
,"Kidney and Renal Pelvis","29020","Kentucky","21","35-39 years","35-39",30
,"Kidney and Renal Pelvis","29020","Kentucky","21","40-44 years","40-44",78
,"Kidney and Renal Pelvis","29020","Kentucky","21","45-49 years","45-49",173
,"Kidney and Renal Pelvis","29020","Kentucky","21","50-54 years","50-54",294
,"Kidney and Renal Pelvis","29020","Kentucky","21","55-59 years","55-59",503
,"Kidney and Renal Pelvis","29020","Kentucky","21","60-64 years ","60-64",624
,"Kidney and Renal Pelvis","29020","Kentucky","21","65-69 years","65-69",720
,"Kidney and Renal Pelvis","29020","Kentucky","21","70-74 years","70-74",676
,"Kidney and Renal Pelvis","29020","Kentucky","21","75-79 years","75-79",692
,"Kidney and Renal Pelvis","29020","Kentucky","21","80-84 years","80-84",616
,"Kidney and Renal Pelvis","29020","Kentucky","21","85+ years","85+",675
,"Kidney and Renal Pelvis","29020","Louisiana","22","30-34 years","30-34",21
,"Kidney and Renal Pelvis","29020","Louisiana","22","35-39 years","35-39",48
,"Kidney and Renal Pelvis","29020","Louisiana","22","40-44 years","40-44",84
,"Kidney and Renal Pelvis","29020","Louisiana","22","45-49 years","45-49",198
,"Kidney and Renal Pelvis","29020","Louisiana","22","50-54 years","50-54",324
,"Kidney and Renal Pelvis","29020","Louisiana","22","55-59 years","55-59",558
,"Kidney and Renal Pelvis","29020","Louisiana","22","60-64 years ","60-64",676
,"Kidney and Renal Pelvis","29020","Louisiana","22","65-69 years","65-69",789
,"Kidney and Renal Pelvis","29020","Louisiana","22","70-74 years","70-74",731
,"Kidney and Renal Pelvis","29020","Louisiana","22","75-79 years","75-79",708
,"Kidney and Renal Pelvis","29020","Louisiana","22","80-84 years","80-84",579
,"Kidney and Renal Pelvis","29020","Louisiana","22","85+ years","85+",685
,"Kidney and Renal Pelvis","29020","Maine","23","40-44 years","40-44",16
,"Kidney and Renal Pelvis","29020","Maine","23","45-49 years","45-49",39
,"Kidney and Renal Pelvis","29020","Maine","23","50-54 years","50-54",100
,"Kidney and Renal Pelvis","29020","Maine","23","55-59 years","55-59",166
,"Kidney and Renal Pelvis","29020","Maine","23","60-64 years ","60-64",184
,"Kidney and Renal Pelvis","29020","Maine","23","65-69 years","65-69",196
,"Kidney and Renal Pelvis","29020","Maine","23","70-74 years","70-74",254
,"Kidney and Renal Pelvis","29020","Maine","23","75-79 years","75-79",250
,"Kidney and Renal Pelvis","29020","Maine","23","80-84 years","80-84",213
,"Kidney and Renal Pelvis","29020","Maine","23","85+ years","85+",259
,"Kidney and Renal Pelvis","29020","Maryland","24","30-34 years","30-34",20
,"Kidney and Renal Pelvis","29020","Maryland","24","35-39 years","35-39",28
,"Kidney and Renal Pelvis","29020","Maryland","24","40-44 years","40-44",61
,"Kidney and Renal Pelvis","29020","Maryland","24","45-49 years","45-49",159
,"Kidney and Renal Pelvis","29020","Maryland","24","50-54 years","50-54",305
,"Kidney and Renal Pelvis","29020","Maryland","24","55-59 years","55-59",419
,"Kidney and Renal Pelvis","29020","Maryland","24","60-64 years ","60-64",588
,"Kidney and Renal Pelvis","29020","Maryland","24","65-69 years","65-69",691
,"Kidney and Renal Pelvis","29020","Maryland","24","70-74 years","70-74",690
,"Kidney and Renal Pelvis","29020","Maryland","24","75-79 years","75-79",693
,"Kidney and Renal Pelvis","29020","Maryland","24","80-84 years","80-84",592
,"Kidney and Renal Pelvis","29020","Maryland","24","85+ years","85+",738
,"Kidney and Renal Pelvis","29020","Massachusetts","25","35-39 years","35-39",26
,"Kidney and Renal Pelvis","29020","Massachusetts","25","40-44 years","40-44",62
,"Kidney and Renal Pelvis","29020","Massachusetts","25","45-49 years","45-49",164
,"Kidney and Renal Pelvis","29020","Massachusetts","25","50-54 years","50-54",282
,"Kidney and Renal Pelvis","29020","Massachusetts","25","55-59 years","55-59",513
,"Kidney and Renal Pelvis","29020","Massachusetts","25","60-64 years ","60-64",651
,"Kidney and Renal Pelvis","29020","Massachusetts","25","65-69 years","65-69",692
,"Kidney and Renal Pelvis","29020","Massachusetts","25","70-74 years","70-74",806
,"Kidney and Renal Pelvis","29020","Massachusetts","25","75-79 years","75-79",824
,"Kidney and Renal Pelvis","29020","Massachusetts","25","80-84 years","80-84",844
,"Kidney and Renal Pelvis","29020","Massachusetts","25","85+ years","85+",1129
,"Kidney and Renal Pelvis","29020","Michigan","26","5-9 years","5-9",16
,"Kidney and Renal Pelvis","29020","Michigan","26","20-24 years","20-24",26
,"Kidney and Renal Pelvis","29020","Michigan","26","30-34 years","30-34",16
,"Kidney and Renal Pelvis","29020","Michigan","26","35-39 years","35-39",50
,"Kidney and Renal Pelvis","29020","Michigan","26","40-44 years","40-44",148
,"Kidney and Renal Pelvis","29020","Michigan","26","45-49 years","45-49",333
,"Kidney and Renal Pelvis","29020","Michigan","26","50-54 years","50-54",591
,"Kidney and Renal Pelvis","29020","Michigan","26","55-59 years","55-59",921
,"Kidney and Renal Pelvis","29020","Michigan","26","60-64 years ","60-64",1241
