"Notes","Leading Cancer Sites","Leading Cancer Sites Code","State","State Code","Age Group","Age Group Code",Deaths
,"Ovary","27040","Massachusetts","25","35-39 years","35-39",53
,"Ovary","27040","Massachusetts","25","40-44 years","40-44",136
,"Ovary","27040","Massachusetts","25","45-49 years","45-49",258
,"Ovary","27040","Massachusetts","25","50-54 years","50-54",457
,"Ovary","27040","Massachusetts","25","55-59 years","55-59",712
,"Ovary","27040","Massachusetts","25","60-64 years ","60-64",870
,"Ovary","27040","Massachusetts","25","65-69 years","65-69",931
,"Ovary","27040","Massachusetts","25","70-74 years","70-74",1044
,"Ovary","27040","Massachusetts","25","75-79 years","75-79",1050
,"Ovary","27040","Massachusetts","25","80-84 years","80-84",997
,"Ovary","27040","Massachusetts","25","85+ years","85+",1173
,"Ovary","27040","Michigan","26","25-29 years","25-29",30
,"Ovary","27040","Michigan","26","30-34 years","30-34",49
,"Ovary","27040","Michigan","26","35-39 years","35-39",102
,"Ovary","27040","Michigan","26","40-44 years","40-44",195
,"Ovary","27040","Michigan","26","45-49 years","45-49",446
,"Ovary","27040","Michigan","26","50-54 years","50-54",805
,"Ovary","27040","Michigan","26","55-59 years","55-59",1084
,"Ovary","27040","Michigan","26","60-64 years ","60-64",1287
,"Ovary","27040","Michigan","26","65-69 years","65-69",1401
,"Ovary","27040","Michigan","26","70-74 years","70-74",1551
,"Ovary","27040","Michigan","26","75-79 years","75-79",1603
,"Ovary","27040","Michigan","26","80-84 years","80-84",1447
,"Ovary","27040","Michigan","26","85+ years","85+",1470
,"Ovary","27040","Minnesota","27","35-39 years","35-39",39
,"Ovary","27040","Minnesota","27","40-44 years","40-44",66
,"Ovary","27040","Minnesota","27","45-49 years","45-49",184
,"Ovary","27040","Minnesota","27","50-54 years","50-54",321
,"Ovary","27040","Minnesota","27","55-59 years","55-59",498
,"Ovary","27040","Minnesota","27","60-64 years ","60-64",560
,"Ovary","27040","Minnesota","27","65-69 years","65-69",705
,"Ovary","27040","Minnesota","27","70-74 years","70-74",746
,"Ovary","27040","Minnesota","27","75-79 years","75-79",720
,"Ovary","27040","Minnesota","27","80-84 years","80-84",711
,"Ovary","27040","Minnesota","27","85+ years","85+",867
,"Ovary","27040","Mississippi","28","35-39 years","35-39",27
,"Ovary","27040","Mississippi","28","40-44 years","40-44",62
,"Ovary","27040","Mississippi","28","45-49 years","45-49",117
,"Ovary","27040","Mississippi","28","50-54 years","50-54",177
,"Ovary","27040","Mississippi","28","55-59 years","55-59",234
,"Ovary","27040","Mississippi","28","60-64 years ","60-64",324
,"Ovary","27040","Mississippi","28","65-69 years","65-69",413
,"Ovary","27040","Mississippi","28","70-74 years","70-74",381
,"Ovary","27040","Mississippi","28","75-79 years","75-79",423
,"Ovary","27040","Mississippi","28","80-84 years","80-84",344
,"Ovary","27040","Mississippi","28","85+ years","85+",347
,"Ovary","27040","Missouri","29","30-34 years","30-34",18
,"Ovary","27040","Missouri","29","35-39 years","35-39",40
,"Ovary","27040","Missouri","29","40-44 years","40-44",113
,"Ovary","27040","Missouri","29","45-49 years","45-49",206
,"Ovary","27040","Missouri","29","50-54 years","50-54",399
,"Ovary","27040","Missouri","29","55-59 years","55-59",537
,"Ovary","27040","Missouri","29","60-64 years ","60-64",694
,"Ovary","27040","Missouri","29","65-69 years","65-69",825
,"Ovary","27040","Missouri","29","70-74 years","70-74",855
,"Ovary","27040","Missouri","29","75-79 years","75-79",871
,"Ovary","27040","Missouri","29","80-84 years","80-84",840
,"Ovary","27040","Missouri","29","85+ years","85+",888
,"Ovary","27040","Montana","30","45-49 years","45-49",32
,"Ovary","27040","Montana","30","50-54 years","50-54",66
,"Ovary","27040","Montana","30","55-59 years","55-59",123
,"Ovary","27040","Montana","30","60-64 years ","60-64",153
,"Ovary","27040","Montana","30","65-69 years","65-69",155
,"Ovary","27040","Montana","30","70-74 years","70-74",140
,"Ovary","27040","Montana","30","75-79 years","75-79",158
,"Ovary","27040","Montana","30","80-84 years","80-84",178
,"Ovary","27040","Montana","30","85+ years","85+",166
,"Ovary","27040","Nebraska","31","40-44 years","40-44",33
,"Ovary","27040","Nebraska","31","45-49 years","45-49",72
,"Ovary","27040","Nebraska","31","50-54 years","50-54",112
,"Ovary","27040","Nebraska","31","55-59 years","55-59",141
,"Ovary","27040","Nebraska","31","60-64 years ","60-64",215
,"Ovary","27040","Nebraska","31","65-69 years","65-69",235
,"Ovary","27040","Nebraska","31","70-74 years","70-74",234
,"Ovary","27040","Nebraska","31","75-79 years","75-79",259
,"Ovary","27040","Nebraska","31","80-84 years","80-84",253
,"Ovary","27040","Nebraska","31","85+ years","85+",296
,"Ovary","27040","Nevada","32","35-39 years","35-39",23
,"Ovary","27040","Nevada","32","40-44 years","40-44",55
,"Ovary","27040","Nevada","32","45-49 years","45-49",102
,"Ovary","27040","Nevada","32","50-54 years","50-54",179
,"Ovary","27040","Nevada","32","55-59 years","55-59",227
,"Ovary","27040","Nevada","32","60-64 years ","60-64",307
,"Ovary","27040","Nevada","32","65-69 years","65-69",357
,"Ovary","27040","Nevada","32","70-74 years","70-74",350
,"Ovary","27040","Nevada","32","75-79 years","75-79",337
,"Ovary","27040","Nevada","32","80-84 years","80-84",247
,"Ovary","27040","Nevada","32","85+ years","85+",220
,"Ovary","27040","New Hampshire","33","40-44 years","40-44",22
,"Ovary","27040","New Hampshire","33","45-49 years","45-49",62
,"Ovary","27040","New Hampshire","33","50-54 years","50-54",100
,"Ovary","27040","New Hampshire","33","55-59 years","55-59",152
,"Ovary","27040","New Hampshire","33","60-64 years ","60-64",155
,"Ovary","27040","New Hampshire","33","65-69 years","65-69",198
,"Ovary","27040","New Hampshire","33","70-74 years","70-74",175
,"Ovary","27040","New Hampshire","33","75-79 years","75-79",209
,"Ovary","27040","New Hampshire","33","80-84 years","80-84",177
,"Ovary","27040","New Hampshire","33","85+ years","85+",190
,"Ovary","27040","New Jersey","34","25-29 years","25-29",18
,"Ovary","27040","New Jersey","34","30-34 years","30-34",32
,"Ovary","27040","New Jersey","34","35-39 years","35-39",81
,"Ovary","27040","New Jersey","34","40-44 years","40-44",179
,"Ovary","27040","New Jersey","34","45-49 years","45-49",375
,"Ovary","27040","New Jersey","34","50-54 years","50-54",676
,"Ovary","27040","New Jersey","34","55-59 years","55-59",967
,"Ovary","27040","New Jersey","34","60-64 years ","60-64",1158
,"Ovary","27040","New Jersey","34","65-69 years","65-69",1258
,"Ovary","27040","New Jersey","34","70-74 years","70-74",1357
,"Ovary","27040","New Jersey","34","75-79 years","75-79",1408
,"Ovary","27040","New Jersey","34","80-84 years","80-84",1298
,"Ovary","27040","New Jersey","34","85+ years","85+",1460
,"Ovary","27040","New Mexico","35","40-44 years","40-44",30
,"Ovary","27040","New Mexico","35","45-49 years","45-49",85
,"Ovary","27040","New Mexico","35","50-54 years","50-54",152
,"Ovary","27040","New Mexico","35","55-59 years","55-59",220
,"Ovary","27040","New Mexico","35","60-64 years ","60-64",246
,"Ovary","27040","New Mexico","35","65-69 years","65-69",262
,"Ovary","27040","New Mexico","35","70-74 years","70-74",326
,"Ovary","27040","New Mexico","35","75-79 years","75-79",298
,"Ovary","27040","New Mexico","35","80-84 years","80-84",218
,"Ovary","27040","New Mexico","35","85+ years","85+",222
,"Ovary","27040","New York","36","20-24 years","20-24",26
,"Ovary","27040","New York","36","25-29 years","25-29",33
,"Ovary","27040","New York","36","30-34 years","30-34",78
,"Ovary","27040","New York","36","35-39 years","35-39",152
,"Ovary","27040","New York","36","40-44 years","40-44",353
,"Ovary","27040","New York","36","45-49 years","45-49",849
,"Ovary","27040","New York","36","50-54 years","50-54",1484
,"Ovary","27040","New York","36","55-59 years","55-59",2089
,"Ovary","27040","New York","36","60-64 years ","60-64",2615
,"Ovary","27040","New York","36","65-69 years","65-69",2867
,"Ovary","27040","New York","36","70-74 years","70-74",2886
,"Ovary","27040","New York","36","75-79 years","75-79",2987
,"Ovary","27040","New York","36","80-84 years","80-84",2621
,"Ovary","27040","New York","36","85+ years","85+",2983
,"Ovary","27040","North Carolina","37","25-29 years","25-29",23
,"Ovary","27040","North Carolina","37","30-34 years","30-34",38
,"Ovary","27040","North Carolina","37","35-39 years","35-39",80
,"Ovary","27040","North Carolina","37","40-44 years","40-44",171
,"Ovary","27040","North Carolina","37","45-49 years","45-49",351
,"Ovary","27040","North Carolina","37","50-54 years","50-54",556
,"Ovary","27040","North Carolina","37","55-59 years","55-59",785
,"Ovary","27040","North Carolina","37","60-64 years ","60-64",1047
,"Ovary","27040","North Carolina","37","65-69 years","65-69",1287
,"Ovary","27040","North Carolina","37","70-74 years","70-74",1363
,"Ovary","27040","North Carolina","37","75-79 years","75-79",1333
,"Ovary","27040","North Carolina","37","80-84 years","80-84",1209
,"Ovary","27040","North Carolina","37","85+ years","85+",1244
,"Ovary","27040","North Dakota","38","45-49 years","45-49",24
,"Ovary","27040","North Dakota","38","50-54 years","50-54",35
,"Ovary","27040","North Dakota","38","55-59 years","55-59",52
,"Ovary","27040","North Dakota","38","60-64 years ","60-64",78
,"Ovary","27040","North Dakota","38","65-69 years","65-69",79
,"Ovary","27040","North Dakota","38","70-74 years","70-74",86
,"Ovary","27040","North Dakota","38","75-79 years","75-79",100
,"Ovary","27040","North Dakota","38","80-84 years","80-84",92
,"Ovary","27040","North Dakota","38","85+ years","85+",106
,"Ovary","27040","Ohio","39","25-29 years","25-29",29
,"Ovary","27040","Ohio","39","30-34 years","30-34",51
,"Ovary","27040","Ohio","39","35-39 years","35-39",100
,"Ovary","27040","Ohio","39","40-44 years","40-44",246
,"Ovary","27040","Ohio","39","45-49 years","45-49",500
,"Ovary","27040","Ohio","39","50-54 years","50-54",837
,"Ovary","27040","Ohio","39","55-59 years","55-59",1145
,"Ovary","27040","Ohio","39","60-64 years ","60-64",1550
,"Ovary","27040","Ohio","39","65-69 years","65-69",1746
,"Ovary","27040","Ohio","39","70-74 years","70-74",1753
,"Ovary","27040","Ohio","39","75-79 years","75-79",1847
,"Ovary","27040","Ohio","39","80-84 years","80-84",1699
,"Ovary","27040","Ohio","39","85+ years","85+",1752
,"Ovary","27040","Oklahoma","40","30-34 years","30-34",17
,"Ovary","27040","Oklahoma","40","35-39 years","35-39",37
,"Ovary","27040","Oklahoma","40","40-44 years","40-44",59
,"Ovary","27040","Oklahoma","40","45-49 years","45-49",147
,"Ovary","27040","Oklahoma","40","50-54 years","50-54",234
,"Ovary","27040","Oklahoma","40","55-59 years","55-59",378
,"Ovary","27040","Oklahoma","40","60-64 years ","60-64",445
,"Ovary","27040","Oklahoma","40","65-69 years","65-69",553
,"Ovary","27040","Oklahoma","40","70-74 years","70-74",592
,"Ovary","27040","Oklahoma","40","75-79 years","75-79",558
,"Ovary","27040","Oklahoma","40","80-84 years","80-84",523
,"Ovary","27040","Oklahoma","40","85+ years","85+",529
,"Ovary","27040","Oregon","41","30-34 years","30-34",19
,"Ovary","27040","Oregon","41","35-39 years","35-39",28
,"Ovary","27040","Oregon","41","40-44 years","40-44",76
,"Ovary","27040","Oregon","41","45-49 years","45-49",154
,"Ovary","27040","Oregon","41","50-54 years","50-54",312
,"Ovary","27040","Oregon","41","55-59 years","55-59",444
,"Ovary","27040","Oregon","41","60-64 years ","60-64",550
,"Ovary","27040","Oregon","41","65-69 years","65-69",668
,"Ovary","27040","Oregon","41","70-74 years","70-74",660
,"Ovary","27040","Oregon","41","75-79 years","75-79",684
,"Ovary","27040","Oregon","41","80-84 years","80-84",630
,"Ovary","27040","Oregon","41","85+ years","85+",683
,"Ovary","27040","Pennsylvania","42","25-29 years","25-29",30
,"Ovary","27040","Pennsylvania","42","30-34 years","30-34",63
,"Ovary","27040","Pennsylvania","42","35-39 years","35-39",120
,"Ovary","27040","Pennsylvania","42","40-44 years","40-44",252
,"Ovary","27040","Pennsylvania","42","45-49 years","45-49",589
,"Ovary","27040","Pennsylvania","42","50-54 years","50-54",987
,"Ovary","27040","Pennsylvania","42","55-59 years","55-59",1451
,"Ovary","27040","Pennsylvania","42","60-64 years ","60-64",1796
,"Ovary","27040","Pennsylvania","42","65-69 years","65-69",2075
,"Ovary","27040","Pennsylvania","42","70-74 years","70-74",2255
,"Ovary","27040","Pennsylvania","42","75-79 years","75-79",2386
,"Ovary","27040","Pennsylvania","42","80-84 years","80-84",2283
,"Ovary","27040","Pennsylvania","42","85+ years","85+",2498
,"Ovary","27040","Rhode Island","44","40-44 years","40-44",18
,"Ovary","27040","Rhode Island","44","45-49 years","45-49",35
,"Ovary","27040","Rhode Island","44","50-54 years","50-54",88
,"Ovary","27040","Rhode Island","44","55-59 years","55-59",112
,"Ovary","27040","Rhode Island","44","60-64 years ","60-64",141
,"Ovary","27040","Rhode Island","44","65-69 years","65-69",144
,"Ovary","27040","Rhode Island","44","70-74 years","70-74",151
,"Ovary","27040","Rhode Island","44","75-79 years","75-79",160
,"Ovary","27040","Rhode Island","44","80-84 years","80-84",171
,"Ovary","27040","Rhode Island","44","85+ years","85+",185
,"Ovary","27040","South Carolina","45","30-34 years","30-34",26
,"Ovary","27040","South Carolina","45","35-39 years","35-39",42
,"Ovary","27040","South Carolina","45","40-44 years","40-44",83
,"Ovary","27040","South Carolina","45","45-49 years","45-49",152
,"Ovary","27040","South Carolina","45","50-54 years","50-54",260
,"Ovary","27040","South Carolina","45","55-59 years","55-59",395
,"Ovary","27040","South Carolina","45","60-64 years ","60-64",529
,"Ovary","27040","South Carolina","45","65-69 years","65-69",620
,"Ovary","27040","South Carolina","45","70-74 years","70-74",677
,"Ovary","27040","South Carolina","45","75-79 years","75-79",714
,"Ovary","27040","South Carolina","45","80-84 years","80-84",573
,"Ovary","27040","South Carolina","45","85+ years","85+",550
,"Ovary","27040","South Dakota","46","45-49 years","45-49",24
,"Ovary","27040","South Dakota","46","50-54 years","50-54",60
,"Ovary","27040","South Dakota","46","55-59 years","55-59",71
,"Ovary","27040","South Dakota","46","60-64 years ","60-64",88
,"Ovary","27040","South Dakota","46","65-69 years","65-69",108
,"Ovary","27040","South Dakota","46","70-74 years","70-74",133
,"Ovary","27040","South Dakota","46","75-79 years","75-79",134
,"Ovary","27040","South Dakota","46","80-84 years","80-84",141
,"Ovary","27040","South Dakota","46","85+ years","85+",159
,"Ovary","27040","Tennessee","47","25-29 years","25-29",25
,"Ovary","27040","Tennessee","47","30-34 years","30-34",37
,"Ovary","27040","Tennessee","47","35-39 years","35-39",77
,"Ovary","27040","Tennessee","47","40-44 years","40-44",126
,"Ovary","27040","Tennessee","47","45-49 years","45-49",235
,"Ovary","27040","Tennessee","47","50-54 years","50-54",468
,"Ovary","27040","Tennessee","47","55-59 years","55-59",589
,"Ovary","27040","Tennessee","47","60-64 years ","60-64",786
,"Ovary","27040","Tennessee","47","65-69 years","65-69",964
,"Ovary","27040","Tennessee","47","70-74 years","70-74",1047
,"Ovary","27040","Tennessee","47","75-79 years","75-79",944
,"Ovary","27040","Tennessee","47","80-84 years","80-84",867
,"Ovary","27040","Tennessee","47","85+ years","85+",863
,"Ovary","27040","Texas","48","15-19 years","15-19",16
,"Ovary","27040","Texas","48","20-24 years","20-24",32
,"Ovary","27040","Texas","48","25-29 years","25-29",76
,"Ovary","27040","Texas","48","30-34 years","30-34",106
,"Ovary","27040","Texas","48","35-39 years","35-39",239
,"Ovary","27040","Texas","48","40-44 years","40-44",437
,"Ovary","27040","Texas","48","45-49 years","45-49",898
,"Ovary","27040","Texas","48","50-54 years","50-54",1350
,"Ovary","27040","Texas","48","55-59 years","55-59",1885
,"Ovary","27040","Texas","48","60-64 years ","60-64",2434
,"Ovary","27040","Texas","48","65-69 years","65-69",2569
,"Ovary","27040","Texas","48","70-74 years","70-74",2763
,"Ovary","27040","Texas","48","75-79 years","75-79",2714
,"Ovary","27040","Texas","48","80-84 years","80-84",2275
,"Ovary","27040","Texas","48","85+ years","85+",2390
,"Ovary","27040","Utah","49","35-39 years","35-39",17
,"Ovary","27040","Utah","49","40-44 years","40-44",50
,"Ovary","27040","Utah","49","45-49 years","45-49",73
,"Ovary","27040","Utah","49","50-54 years","50-54",120
,"Ovary","27040","Utah","49","55-59 years","55-59",205
,"Ovary","27040","Utah","49","60-64 years ","60-64",240
,"Ovary","27040","Utah","49","65-69 years","65-69",260
,"Ovary","27040","Utah","49","70-74 years","70-74",258
,"Ovary","27040","Utah","49","75-79 years","75-79",286
,"Ovary","27040","Utah","49","80-84 years","80-84",251
,"Ovary","27040","Utah","49","85+ years","85+",237
,"Ovary","27040","Vermont","50","45-49 years","45-49",30
,"Ovary","27040","Vermont","50","50-54 years","50-54",35
,"Ovary","27040","Vermont","50","55-59 years","55-59",62
,"Ovary","27040","Vermont","50","60-64 years ","60-64",77
,"Ovary","27040","Vermont","50","65-69 years","65-69",102
,"Ovary","27040","Vermont","50","70-74 years","70-74",88
,"Ovary","27040","Vermont","50","75-79 years","75-79",113
,"Ovary","27040","Vermont","50","80-84 years","80-84",68
,"Ovary","27040","Vermont","50","85+ years","85+",96
,"Ovary","27040","Virginia","51","25-29 years","25-29",19
,"Ovary","27040","Virginia","51","30-34 years","30-34",29
,"Ovary","27040","Virginia","51","35-39 years","35-39",62
,"Ovary","27040","Virginia","51","40-44 years","40-44",159
,"Ovary","27040","Virginia","51","45-49 years","45-49",293
,"Ovary","27040","Virginia","51","50-54 years","50-54",546
,"Ovary","27040","Virginia","51","55-59 years","55-59",733
,"Ovary","27040","Virginia","51","60-64 years ","60-64",1000
,"Ovary","27040","Virginia","51","65-69 years","65-69",1117
,"Ovary","27040","Virginia","51","70-74 years","70-74",1136
,"Ovary","27040","Virginia","51","75-79 years","75-79",1145
,"Ovary","27040","Virginia","51","80-84 years","80-84",1000
,"Ovary","27040","Virginia","51","85+ years","85+",1055
,"Ovary","27040","Washington","53","25-29 years","25-29",18
,"Ovary","27040","Washington","53","30-34 years","30-34",22
,"Ovary","27040","Washington","53","35-39 years","35-39",56
,"Ovary","27040","Washington","53","40-44 years","40-44",105
,"Ovary","27040","Washington","53","45-49 years","45-49",272
,"Ovary","27040","Washington","53","50-54 years","50-54",499
,"Ovary","27040","Washington","53","55-59 years","55-59",698
,"Ovary","27040","Washington","53","60-64 years ","60-64",909
,"Ovary","27040","Washington","53","65-69 years","65-69",987
,"Ovary","27040","Washington","53","70-74 years","70-74",1061
,"Ovary","27040","Washington","53","75-79 years","75-79",1063
,"Ovary","27040","Washington","53","80-84 years","80-84",975
,"Ovary","27040","Washington","53","85+ years","85+",1068
,"Ovary","27040","West Virginia","54","35-39 years","35-39",19
,"Ovary","27040","West Virginia","54","40-44 years","40-44",40
,"Ovary","27040","West Virginia","54","45-49 years","45-49",75
,"Ovary","27040","West Virginia","54","50-54 years","50-54",155
,"Ovary","27040","West Virginia","54","55-59 years","55-59",269
,"Ovary","27040","West Virginia","54","60-64 years ","60-64",284
,"Ovary","27040","West Virginia","54","65-69 years","65-69",335
,"Ovary","27040","West Virginia","54","70-74 years","70-74",332
,"Ovary","27040","West Virginia","54","75-79 years","75-79",324
,"Ovary","27040","West Virginia","54","80-84 years","80-84",287
,"Ovary","27040","West Virginia","54","85+ years","85+",294
,"Ovary","27040","Wisconsin","55","30-34 years","30-34",25
,"Ovary","27040","Wisconsin","55","35-39 years","35-39",46
,"Ovary","27040","Wisconsin","55","40-44 years","40-44",105
,"Ovary","27040","Wisconsin","55","45-49 years","45-49",208
,"Ovary","27040","Wisconsin","55","50-54 years","50-54",417
,"Ovary","27040","Wisconsin","55","55-59 years","55-59",533
,"Ovary","27040","Wisconsin","55","60-64 years ","60-64",738
,"Ovary","27040","Wisconsin","55","65-69 years","65-69",790
,"Ovary","27040","Wisconsin","55","70-74 years","70-74",859
,"Ovary","27040","Wisconsin","55","75-79 years","75-79",890
,"Ovary","27040","Wisconsin","55","80-84 years","80-84",872
,"Ovary","27040","Wisconsin","55","85+ years","85+",936
,"Ovary","27040","Wyoming","56","45-49 years","45-49",20
,"Ovary","27040","Wyoming","56","50-54 years","50-54",39
,"Ovary","27040","Wyoming","56","55-59 years","55-59",58
,"Ovary","27040","Wyoming","56","60-64 years ","60-64",71
,"Ovary","27040","Wyoming","56","65-69 years","65-69",69
,"Ovary","27040","Wyoming","56","70-74 years","70-74",88
,"Ovary","27040","Wyoming","56","75-79 years","75-79",73
,"Ovary","27040","Wyoming","56","80-84 years","80-84",61
,"Ovary","27040","Wyoming","56","85+ years","85+",70
,"Pancreas","21100","Alabama","01","30-34 years","30-34",16
,"Pancreas","21100","Alabama","01","35-39 years","35-39",54
,"Pancreas","21100","Alabama","01","40-44 years","40-44",146
,"Pancreas","21100","Alabama","01","45-49 years","45-49",367
,"Pancreas","21100","Alabama","01","50-54 years","50-54",735
,"Pancreas","21100","Alabama","01","55-59 years","55-59",1259
,"Pancreas","21100","Alabama","01","60-64 years ","60-64",1647
,"Pancreas","21100","Alabama","01","65-69 years","65-69",2021
,"Pancreas","21100","Alabama","01","70-74 years","70-74",2224
,"Pancreas","21100","Alabama","01","75-79 years","75-79",2104
,"Pancreas","21100","Alabama","01","80-84 years","80-84",1786
,"Pancreas","21100","Alabama","01","85+ years","85+",1875
,"Pancreas","21100","Alaska","02","45-49 years","45-49",46
,"Pancreas","21100","Alaska","02","50-54 years","50-54",98
,"Pancreas","21100","Alaska","02","55-59 years","55-59",145
,"Pancreas","21100","Alaska","02","60-64 years ","60-64",188
,"Pancreas","21100","Alaska","02","65-69 years","65-69",203
,"Pancreas","21100","Alaska","02","70-74 years","70-74",202
,"Pancreas","21100","Alaska","02","75-79 years","75-79",175
,"Pancreas","21100","Alaska","02","80-84 years","80-84",108
,"Pancreas","21100","Alaska","02","85+ years","85+",111
,"Pancreas","21100","Arizona","04","30-34 years","30-34",23
,"Pancreas","21100","Arizona","04","35-39 years","35-39",50
,"Pancreas","21100","Arizona","04","40-44 years","40-44",134
,"Pancreas","21100","Arizona","04","45-49 years","45-49",317
,"Pancreas","21100","Arizona","04","50-54 years","50-54",638
,"Pancreas","21100","Arizona","04","55-59 years","55-59",1216
,"Pancreas","21100","Arizona","04","60-64 years ","60-64",1843
,"Pancreas","21100","Arizona","04","65-69 years","65-69",2395
,"Pancreas","21100","Arizona","04","70-74 years","70-74",2595
,"Pancreas","21100","Arizona","04","75-79 years","75-79",2701
,"Pancreas","21100","Arizona","04","80-84 years","80-84",2316
,"Pancreas","21100","Arizona","04","85+ years","85+",2388
,"Pancreas","21100","Arkansas","05","30-34 years","30-34",19
,"Pancreas","21100","Arkansas","05","35-39 years","35-39",44
,"Pancreas","21100","Arkansas","05","40-44 years","40-44",104
,"Pancreas","21100","Arkansas","05","45-49 years","45-49",221
,"Pancreas","21100","Arkansas","05","50-54 years","50-54",441
,"Pancreas","21100","Arkansas","05","55-59 years","55-59",679
,"Pancreas","21100","Arkansas","05","60-64 years ","60-64",975
,"Pancreas","21100","Arkansas","05","65-69 years","65-69",1173
,"Pancreas","21100","Arkansas","05","70-74 years","70-74",1264
,"Pancreas","21100","Arkansas","05","75-79 years","75-79",1300
,"Pancreas","21100","Arkansas","05","80-84 years","80-84",1114
,"Pancreas","21100","Arkansas","05","85+ years","85+",1179
,"Pancreas","21100","California","06","20-24 years","20-24",16
,"Pancreas","21100","California","06","25-29 years","25-29",31
,"Pancreas","21100","California","06","30-34 years","30-34",105
,"Pancreas","21100","California","06","35-39 years","35-39",328
,"Pancreas","21100","California","06","40-44 years","40-44",859
,"Pancreas","21100","California","06","45-49 years","45-49",2062
,"Pancreas","21100","California","06","50-54 years","50-54",3846
,"Pancreas","21100","California","06","55-59 years","55-59",6478
,"Pancreas","21100","California","06","60-64 years ","60-64",9565
,"Pancreas","21100","California","06","65-69 years","65-69",11344
,"Pancreas","21100","California","06","70-74 years","70-74",12730
,"Pancreas","21100","California","06","75-79 years","75-79",13146
,"Pancreas","21100","California","06","80-84 years","80-84",12422
,"Pancreas","21100","California","06","85+ years","85+",14761
,"Pancreas","21100","Colorado","08","35-39 years","35-39",47
,"Pancreas","21100","Colorado","08","40-44 years","40-44",113
,"Pancreas","21100","Colorado","08","45-49 years","45-49",240
,"Pancreas","21100","Colorado","08","50-54 years","50-54",544
,"Pancreas","21100","Colorado","08","55-59 years","55-59",867
,"Pancreas","21100","Colorado","08","60-64 years ","60-64",1330
,"Pancreas","21100","Colorado","08","65-69 years","65-69",1546
,"Pancreas","21100","Colorado","08","70-74 years","70-74",1669
,"Pancreas","21100","Colorado","08","75-79 years","75-79",1614
,"Pancreas","21100","Colorado","08","80-84 years","80-84",1386
,"Pancreas","21100","Colorado","08","85+ years","85+",1534
,"Pancreas","21100","Connecticut","09","35-39 years","35-39",30
,"Pancreas","21100","Connecticut","09","40-44 years","40-44",101
,"Pancreas","21100","Connecticut","09","45-49 years","45-49",210
,"Pancreas","21100","Connecticut","09","50-54 years","50-54",452
,"Pancreas","21100","Connecticut","09","55-59 years","55-59",785
,"Pancreas","21100","Connecticut","09","60-64 years ","60-64",1110
,"Pancreas","21100","Connecticut","09","65-69 years","65-69",1348
,"Pancreas","21100","Connecticut","09","70-74 years","70-74",1528
,"Pancreas","21100","Connecticut","09","75-79 years","75-79",1786
,"Pancreas","21100","Connecticut","09","80-84 years","80-84",1705
,"Pancreas","21100","Connecticut","09","85+ years","85+",2043
,"Pancreas","21100","Delaware","10","40-44 years","40-44",21
,"Pancreas","21100","Delaware","10","45-49 years","45-49",65
,"Pancreas","21100","Delaware","10","50-54 years","50-54",126
,"Pancreas","21100","Delaware","10","55-59 years","55-59",226
,"Pancreas","21100","Delaware","10","60-64 years ","60-64",303
,"Pancreas","21100","Delaware","10","65-69 years","65-69",414
,"Pancreas","21100","Delaware","10","70-74 years","70-74",476
,"Pancreas","21100","Delaware","10","75-79 years","75-79",421
,"Pancreas","21100","Delaware","10","80-84 years","80-84",435
,"Pancreas","21100","Delaware","10","85+ years","85+",372
,"Pancreas","21100","District of Columbia","11","40-44 years","40-44",17
,"Pancreas","21100","District of Columbia","11","45-49 years","45-49",35
,"Pancreas","21100","District of Columbia","11","50-54 years","50-54",90
,"Pancreas","21100","District of Columbia","11","55-59 years","55-59",175
,"Pancreas","21100","District of Columbia","11","60-64 years ","60-64",210
,"Pancreas","21100","District of Columbia","11","65-69 years","65-69",242
,"Pancreas","21100","District of Columbia","11","70-74 years","70-74",264
,"Pancreas","21100","District of Columbia","11","75-79 years","75-79",260
,"Pancreas","21100","District of Columbia","11","80-84 years","80-84",227
,"Pancreas","21100","District of Columbia","11","85+ years","85+",293
,"Pancreas","21100","Florida","12","25-29 years","25-29",20
,"Pancreas","21100","Florida","12","30-34 years","30-34",51
,"Pancreas","21100","Florida","12","35-39 years","35-39",201
,"Pancreas","21100","Florida","12","40-44 years","40-44",459
,"Pancreas","21100","Florida","12","45-49 years","45-49",1239
,"Pancreas","21100","Florida","12","50-54 years","50-54",2518
,"Pancreas","21100","Florida","12","55-59 years","55-59",4287
,"Pancreas","21100","Florida","12","60-64 years ","60-64",6189
,"Pancreas","21100","Florida","12","65-69 years","65-69",8218
,"Pancreas","21100","Florida","12","70-74 years","70-74",9822
,"Pancreas","21100","Florida","12","75-79 years","75-79",10119
,"Pancreas","21100","Florida","12","80-84 years","80-84",9303
,"Pancreas","21100","Florida","12","85+ years","85+",10641
,"Pancreas","21100","Georgia","13","30-34 years","30-34",36
,"Pancreas","21100","Georgia","13","35-39 years","35-39",84
,"Pancreas","21100","Georgia","13","40-44 years","40-44",283
,"Pancreas","21100","Georgia","13","45-49 years","45-49",676
,"Pancreas","21100","Georgia","13","50-54 years","50-54",1271
,"Pancreas","21100","Georgia","13","55-59 years","55-59",2022
,"Pancreas","21100","Georgia","13","60-64 years ","60-64",2676
,"Pancreas","21100","Georgia","13","65-69 years","65-69",3311
,"Pancreas","21100","Georgia","13","70-74 years","70-74",3444
